City,Latitude,Longitude,Property_Type,Ownership,Condition,Available_Utilities,Bedrooms,Bathrooms,Size_sqm,Price_NGN
Lagos,6.57251,3.36952,Duplex,Rent,New,Parking,3.0,2.0,237.0,210619566.0
Ibadan,7.40356,3.91313,Apartment,Sale,New,Electricity,5.0,1.0,337.0,125448940.0
Port harcourt,4.80072,7.05447,Studio,Rent,Old,Security,5.0,4.0,99.0,54272966.0
Benin city,6.36368,5.61324,Detached House,Rent,Old,Water,2.0,2.0,265.0,52761459.0
Lagos,6.53309,3.34633,Appartment,Rent,Old,Security,4.0,4.0,566.0,223938751.0
Benin city,6.30795,5.60995,Apartment,Sale,Old,Internet,6.0,4.0,435.0,61629327.0
Maiduguri,11.82448,13.10103,Detached House,Sale,New,Water,3.0,4.0,263.0,47929846.0
Abuja,9.05982,7.42961,Bungalow,Rent,Old,Parking,1.0,2.0,548.0,204627373.0
Port harcourt,4.82291,7.02083,Studio,Rent,Fairly Used,Security,5.0,4.0,275.0,11875314.0
Jos,9.86352,8.84706,Apartment,Sale,Old,Water,2.0,2.0,390.0,99972735.0
Ibadan,7.40018,3.93201,Duplx,Rent,New,Security,2.0,3.0,139.0,11832294.0
Jos,9.88417,8.845,Duplx,Sale,Old,Water,1.0,4.0,563.0,253973831.0
Abuja,9.03269,7.39618,Duplex,Rent,Fairly Used,Security,2.0,2.0,357.0,165241684.0
Ibadan,7.41619,3.94474,Appartment,Sale,Old,Security,4.0,1.0,577.0,485964737.0
Kaduna,10.56303,7.46118,Mini Flat,Sale,Old,Electricity,4.0,2.0,548.0,251057329.0
Lagos,6.48646,3.41369,Apartment,Sale,Fairly Used,Parking,6.0,3.0,144.0,401281916.0
Kaduna,10.54831,7.40255,Mini Flat,Rent,Fairly Used,Parking,5.0,3.0,477.0,144488439.0
Lagos,6.52409,3.40369,Appartment,Rent,Old,Water,3.0,3.0,365.0,368359299.0
Jos,9.89301,8.84164,Bungalow,Sale,Old,Internet,1.0,2.0,497.0,313303029.0
Enugu,6.48809,7.47994,Duplx,Sale,New,Security,4.0,1.0,76.0,17769549.0
Port harcourt,4.78005,7.04404,Detached House,Rent,Old,Parking,2.0,2.0,325.0,110920861.0
Benin city,6.2913,5.63493,Bungalow,Rent,New,Parking,5.0,4.0,315.0,482315452.0
Ibadan,7.40836,3.98963,Duplex,Rent,Fairly Used,Parking,3.0,1.0,425.0,22892537.0
Lagos,6.54913,3.39826,Detached House,Sale,Fairly Used,Security,4.0,4.0,144.0,38492714.0
Enugu,6.48058,7.53387,Studio,Rent,New,Security,3.0,1.0,566.0,458683042.0
Abuja,9.06692,7.35843,Bungalow,Rent,Fairly Used,Electricity,6.0,3.0,49.0,3379528.0
Jos,9.89666,8.82341,Studio,Sale,Old,Electricity,6.0,1.0,110.0,52945374.0
Benin city,6.32074,5.60791,Duplx,Sale,Old,Security,5.0,1.0,294.0,32013633.0
Maiduguri,11.8132,13.13835,Apartment,Sale,Old,Electricity,1.0,3.0,162.0,26869374.0
Jos,9.85713,8.89832,Appartment,Sale,Fairly Used,Water,2.0,3.0,458.0,434196314.0
Benin city,6.36203,5.5605,Duplex,Sale,Old,Internet,5.0,2.0,241.0,53783323.0
Ibadan,7.37579,3.92923,Apartment,Sale,New,Electricity,6.0,3.0,49.0,443846876.0
Port harcourt,4.80705,7.08932,Studio,Sale,Old,Parking,3.0,4.0,232.0,91757065.0
Abuja,9.0739,7.36336,Duplx,Rent,New,Water,3.0,4.0,454.0,79295498.0
Benin city,6.33798,5.57736,Bungalow,Rent,New,Electricity,4.0,3.0,145.0,77594053.0
Abuja,9.08313,7.39963,Appartment,Sale,Fairly Used,Parking,2.0,1.0,318.0,62922725.0
Port harcourt,4.80126,7.00115,Studio,Rent,Old,Electricity,6.0,1.0,272.0,231686410.0
Abuja,9.09428,7.38029,Apartment,Rent,Old,Internet,6.0,3.0,578.0,28932959.0
Ibadan,7.40847,3.92578,Mini Flat,Sale,New,Security,4.0,2.0,484.0,22985309.0
Lagos,6.53205,3.41532,Duplx,Rent,Fairly Used,Electricity,1.0,1.0,116.0,69796889.0
Abuja,9.06236,7.36421,Apartment,Sale,Fairly Used,Internet,4.0,2.0,492.0,22770243.0
Abuja,9.07868,7.43784,Duplex,Sale,New,Parking,4.0,4.0,535.0,214379669.0
Enugu,6.49842,7.52371,Duplex,Sale,Fairly Used,Security,5.0,2.0,278.0,25923961.0
Kano,11.96937,8.58992,Duplex,Rent,Fairly Used,Water,5.0,2.0,437.0,283727122.0
Kano,11.97105,8.56015,Mini Flat,Sale,Fairly Used,Parking,1.0,3.0,79.0,44268146.0
Abuja,9.0429,7.41001,Apartment,Rent,New,Electricity,1.0,3.0,420.0,92457391.0
Ibadan,7.38355,3.98115,Apartment,Rent,New,Parking,5.0,2.0,537.0,73149986.0
Enugu,6.50792,7.49598,Mini Flat,Rent,New,Electricity,6.0,3.0,406.0,95566460.0
Kano,12.0431,8.58969,Detached House,Sale,Fairly Used,Internet,6.0,1.0,186.0,429950570.0
Ibadan,7.33004,3.98312,Bungalow,Sale,Fairly Used,Security,5.0,2.0,124.0,74301666.0
Kaduna,10.54102,7.47897,Mini Flat,Rent,Old,Security,3.0,3.0,460.0,99955208.0
Jos,9.91914,8.85189,Bungalow,Rent,Old,Electricity,6.0,4.0,265.0,74897795.0
Abuja,9.04375,7.4383,Appartment,Rent,New,Internet,3.0,2.0,553.0,61756938.0
Abuja,9.03215,7.42627,Duplx,Rent,New,Water,4.0,2.0,340.0,35298263.0
Kaduna,10.55718,7.40172,Duplex,Rent,Fairly Used,Electricity,6.0,1.0,344.0,4926220.0
Enugu,6.57196,7.50991,Duplex,Sale,Fairly Used,Parking,4.0,1.0,388.0,97963670.0
Ibadan,7.34965,3.91154,Duplex,Sale,Fairly Used,Parking,4.0,4.0,300.0,88918586.0
Benin city,6.28752,5.56053,Mini Flat,Rent,Fairly Used,Electricity,6.0,1.0,434.0,161018570.0
Ibadan,7.36432,3.90985,Duplex,Rent,New,Water,2.0,2.0,418.0,306627668.0
Kano,12.02173,8.61379,Duplex,Rent,Fairly Used,Security,5.0,4.0,335.0,451409235.0
Kano,11.96429,8.63979,Appartment,Rent,Old,Water,5.0,2.0,201.0,13535686.0
Ibadan,7.40782,3.97067,Duplx,Sale,Fairly Used,Electricity,6.0,4.0,346.0,81496434.0
Benin city,6.35972,5.64138,Studio,Rent,New,Electricity,6.0,2.0,149.0,88061908.0
Enugu,6.50856,7.47069,Mini Flat,Sale,Fairly Used,Internet,4.0,1.0,220.0,2643824.0
Maiduguri,11.82655,13.16481,Duplex,Sale,Fairly Used,Electricity,5.0,4.0,593.0,37188563.0
Lagos,6.516,3.37936,Bungalow,Rent,New,Security,5.0,2.0,482.0,58683735.0
Benin city,6.30107,5.55852,Bungalow,Rent,New,Security,3.0,3.0,425.0,378090099.0
Abuja,9.09073,7.38876,Apartment,Rent,Fairly Used,Parking,2.0,3.0,329.0,297748389.0
Abuja,9.05597,7.3532,Bungalow,Sale,Old,Electricity,2.0,4.0,103.0,240493070.0
Enugu,6.53132,7.55692,Mini Flat,Rent,Old,Electricity,1.0,3.0,577.0,93547357.0
Benin city,6.35979,5.63432,Detached House,Sale,Old,Parking,6.0,1.0,571.0,14698027.0
Maiduguri,11.7831,13.17809,Duplx,Sale,Fairly Used,Electricity,5.0,1.0,551.0,41514649.0
Abuja,9.03014,7.41796,Duplex,Rent,Fairly Used,Internet,4.0,1.0,323.0,82327497.0
Benin city,6.31745,5.56423,Duplx,Rent,New,Internet,5.0,3.0,96.0,38610002.0
Port harcourt,4.83726,7.06582,Mini Flat,Rent,New,Electricity,6.0,4.0,436.0,73304657.0
Kano,11.98208,8.6332,Duplex,Sale,New,Internet,3.0,4.0,306.0,105459640.0
Kaduna,10.48433,7.41268,Duplx,Sale,Fairly Used,Parking,1.0,3.0,267.0,385822800.0
Lagos,6.49111,3.35689,Appartment,Sale,New,Electricity,6.0,1.0,425.0,469792727.0
Abuja,9.04726,7.35751,Mini Flat,Rent,New,Water,3.0,3.0,43.0,11648196.0
Ibadan,7.3776,3.89962,Mini Flat,Sale,New,Electricity,2.0,4.0,292.0,476271464.0
Ibadan,7.32784,3.91892,Duplex,Rent,New,Electricity,2.0,3.0,260.0,254089210.0
Kano,12.00445,8.5853,Duplex,Sale,Old,Parking,6.0,3.0,106.0,13871833.0
Jos,9.85893,8.90388,Duplx,Rent,Fairly Used,Water,5.0,1.0,82.0,55158171.0
Lagos,6.49488,3.33639,Apartment,Sale,Fairly Used,Internet,2.0,2.0,174.0,35556845.0
Ibadan,7.38443,3.91644,Studio,Rent,Old,Water,2.0,4.0,137.0,287341720.0
Port harcourt,4.78693,7.03198,Detached House,Sale,Old,Water,1.0,1.0,42.0,60924959.0
Benin city,6.31198,5.5757,Appartment,Rent,Fairly Used,Water,4.0,3.0,528.0,73874591.0
Kaduna,10.4809,7.43746,Duplex,Sale,New,Internet,3.0,3.0,458.0,491587020.0
Enugu,6.55043,7.46738,Appartment,Rent,Fairly Used,Internet,2.0,2.0,577.0,295311677.0
Abuja,9.04697,7.4405,Apartment,Rent,Fairly Used,Parking,2.0,1.0,456.0,494868968.0
Port harcourt,4.79174,7.09136,Duplx,Rent,Old,Security,5.0,3.0,257.0,60075182.0
Ibadan,7.35956,3.97587,Apartment,Sale,New,Parking,1.0,1.0,467.0,63443017.0
Port harcourt,4.78564,7.084,Bungalow,Rent,New,Electricity,2.0,3.0,498.0,54529205.0
Maiduguri,11.78535,13.10121,Appartment,Sale,Fairly Used,Security,3.0,3.0,79.0,97406213.0
Kano,12.04584,8.60591,Duplx,Sale,New,Internet,2.0,3.0,585.0,25081529.0
Jos,9.89167,8.88904,Duplx,Rent,New,Parking,3.0,2.0,542.0,482303928.0
Maiduguri,11.87964,13.1618,Appartment,Rent,Fairly Used,Parking,2.0,4.0,564.0,473625150.0
Ibadan,7.41901,3.99354,Apartment,Rent,New,Water,2.0,2.0,371.0,66856873.0
Enugu,6.48447,7.52594,Appartment,Sale,Fairly Used,Water,1.0,3.0,230.0,137222569.0
Maiduguri,11.85323,13.16979,Mini Flat,Rent,New,Security,6.0,4.0,477.0,351905144.0
Abuja,9.08798,7.3915,Detached House,Rent,New,Parking,5.0,3.0,544.0,2032627.0
Benin city,6.36055,5.5974,Studio,Rent,Old,Security,3.0,2.0,311.0,80413194.0
Kano,12.02581,8.6289,Duplx,Sale,Old,Parking,5.0,1.0,485.0,51658983.0
Benin city,6.2873,5.57138,Bungalow,Sale,Fairly Used,Internet,4.0,4.0,535.0,13875170.0
Enugu,6.50167,7.50328,Studio,Sale,New,Parking,2.0,1.0,355.0,98721742.0
Abuja,9.06702,7.35266,Detached House,Sale,Old,Parking,2.0,3.0,367.0,24419924.0
Enugu,6.54183,7.50048,Studio,Rent,New,Internet,1.0,2.0,313.0,250672599.0
Kaduna,10.47497,7.43783,Appartment,Sale,New,Electricity,4.0,2.0,351.0,2523568.0
Ibadan,7.36678,3.95946,Appartment,Sale,New,Electricity,5.0,1.0,134.0,9055054.0
Kaduna,10.54611,7.39913,Duplex,Sale,Old,Internet,4.0,3.0,572.0,26347852.0
Benin city,6.34195,5.57778,Appartment,Rent,Fairly Used,Parking,5.0,3.0,378.0,2051027.0
Enugu,6.56102,7.51628,Duplex,Rent,New,Internet,2.0,4.0,419.0,256935579.0
Benin city,6.36201,5.60491,Duplx,Rent,Old,Electricity,3.0,1.0,354.0,490421270.0
Kaduna,10.49488,7.42764,Bungalow,Rent,Fairly Used,Security,5.0,1.0,182.0,10671100.0
Benin city,6.3047,5.63997,Bungalow,Rent,Old,Internet,3.0,2.0,592.0,400406655.0
Maiduguri,11.85645,13.19649,Duplx,Sale,New,Security,2.0,3.0,369.0,83391553.0
Benin city,6.29452,5.61182,Studio,Sale,Old,Electricity,4.0,4.0,91.0,278162496.0
Maiduguri,11.85044,13.1309,Appartment,Rent,Fairly Used,Security,1.0,1.0,205.0,286685916.0
Lagos,6.52951,3.41197,Apartment,Rent,Old,Water,6.0,1.0,385.0,64663105.0
Abuja,9.04085,7.399,Duplx,Sale,Old,Electricity,3.0,3.0,182.0,83401433.0
Ibadan,7.374,3.97926,Studio,Sale,New,Parking,3.0,4.0,336.0,339029983.0
Maiduguri,11.81337,13.19212,Appartment,Sale,Old,Internet,4.0,3.0,413.0,19138782.0
Kaduna,10.55293,7.39729,Appartment,Rent,New,Water,2.0,4.0,440.0,84125464.0
Maiduguri,11.78404,13.17747,Studio,Rent,Fairly Used,Water,1.0,2.0,449.0,327219936.0
Kano,11.97405,8.62526,Duplx,Rent,Fairly Used,Parking,4.0,3.0,268.0,67004412.0
Lagos,6.54087,3.36932,Bungalow,Sale,Old,Electricity,6.0,2.0,114.0,19163979.0
Maiduguri,11.83581,13.12947,Detached House,Sale,Old,Parking,1.0,2.0,241.0,18456396.0
Port harcourt,4.7742,7.06874,Mini Flat,Sale,Fairly Used,Water,3.0,4.0,174.0,75561995.0
Enugu,6.55887,7.51797,Duplex,Sale,New,Parking,5.0,4.0,380.0,55463656.0
Benin city,6.30361,5.63245,Apartment,Rent,Old,Parking,2.0,3.0,456.0,369961094.0
Enugu,6.51962,7.54609,Duplex,Sale,New,Security,6.0,4.0,45.0,147369790.0
Jos,9.85468,8.8422,Bungalow,Rent,Fairly Used,Electricity,3.0,1.0,176.0,298544940.0
Port harcourt,4.78334,7.06029,Detached House,Sale,New,Internet,1.0,4.0,554.0,496310302.0
Ibadan,7.39417,3.93729,Studio,Rent,New,Internet,6.0,3.0,47.0,22628132.0
Benin city,6.29574,5.62436,Appartment,Sale,Fairly Used,Parking,3.0,2.0,514.0,220708896.0
Port harcourt,4.79032,7.00118,Studio,Rent,Old,Water,3.0,2.0,291.0,91728724.0
Benin city,6.32022,5.56023,Studio,Sale,Old,Parking,2.0,2.0,481.0,18193806.0
Kano,11.97284,8.58453,Studio,Rent,Old,Security,1.0,1.0,87.0,39753919.0
Jos,9.85427,8.829,Detached House,Sale,New,Internet,4.0,1.0,426.0,241392602.0
Kaduna,10.51985,7.46642,Duplx,Rent,Fairly Used,Internet,5.0,3.0,354.0,100869636.0
Enugu,6.55676,7.53206,Detached House,Sale,Fairly Used,Electricity,3.0,4.0,558.0,96879157.0
Benin city,6.30039,5.58827,Detached House,Sale,Old,Water,2.0,4.0,304.0,54485542.0
Lagos,6.51594,3.33167,Duplx,Rent,New,Internet,2.0,2.0,589.0,92488090.0
Kano,11.95898,8.58931,Appartment,Rent,Old,Electricity,3.0,1.0,257.0,53173293.0
Abuja,9.03312,7.38515,Duplex,Rent,New,Electricity,5.0,2.0,244.0,62577120.0
Benin city,6.343,5.62931,Bungalow,Sale,Old,Parking,1.0,4.0,382.0,78515815.0
Benin city,6.32377,5.6516,Appartment,Rent,New,Water,1.0,4.0,454.0,32285055.0
Maiduguri,11.84838,13.12738,Duplex,Rent,Old,Internet,1.0,3.0,241.0,89540134.0
Abuja,9.09535,7.36244,Apartment,Sale,Old,Security,4.0,4.0,418.0,339806545.0
Benin city,6.35504,5.60207,Bungalow,Rent,Old,Internet,5.0,4.0,348.0,126166014.0
Ibadan,7.40294,3.97154,Detached House,Rent,Fairly Used,Security,5.0,4.0,193.0,217882222.0
Enugu,6.49231,7.47047,Apartment,Sale,Old,Security,1.0,4.0,108.0,42875100.0
Benin city,6.36501,5.58398,Duplex,Sale,Fairly Used,Internet,3.0,2.0,361.0,181478199.0
Ibadan,7.41924,3.93888,Appartment,Rent,New,Security,6.0,2.0,104.0,49120974.0
Lagos,6.50699,3.40041,Mini Flat,Rent,New,Internet,3.0,2.0,85.0,15619972.0
Kaduna,10.49237,7.4009,Mini Flat,Rent,Old,Parking,3.0,3.0,349.0,30131002.0
Ibadan,7.34822,3.92233,Studio,Rent,Fairly Used,Electricity,3.0,2.0,99.0,420484510.0
Maiduguri,11.78887,13.16286,Mini Flat,Rent,Fairly Used,Security,3.0,3.0,124.0,305236387.0
Ibadan,7.38124,3.90042,Duplex,Sale,New,Internet,1.0,4.0,230.0,40834396.0
Benin city,6.29068,5.58441,Duplx,Sale,Fairly Used,Parking,2.0,2.0,166.0,16153800.0
Jos,9.87892,8.82927,Apartment,Rent,Old,Electricity,5.0,2.0,213.0,110537472.0
Benin city,6.34243,5.5548,Mini Flat,Rent,Fairly Used,Internet,6.0,4.0,127.0,145292326.0
Maiduguri,11.85311,13.15912,Bungalow,Rent,Fairly Used,Internet,6.0,4.0,220.0,90816719.0
Ibadan,7.34027,3.9053,Bungalow,Sale,Old,Security,6.0,2.0,534.0,15890163.0
Jos,9.93173,8.87034,Bungalow,Rent,Old,Electricity,5.0,2.0,552.0,436593007.0
Maiduguri,11.84316,13.13718,Studio,Rent,Fairly Used,Internet,4.0,4.0,194.0,375765077.0
Kaduna,10.568,7.39885,Detached House,Sale,Old,Electricity,4.0,2.0,457.0,112625833.0
Lagos,6.53719,3.40666,Duplex,Sale,New,Parking,2.0,2.0,309.0,168887485.0
Kano,12.00064,8.62134,Duplex,Rent,Old,Parking,4.0,3.0,83.0,83582144.0
Jos,9.9263,8.90666,Duplx,Sale,Fairly Used,Water,3.0,2.0,52.0,54093290.0
Lagos,6.4899,3.36599,Duplex,Rent,Old,Parking,3.0,2.0,475.0,78876506.0
Abuja,9.0564,7.4032,Duplx,Rent,New,Parking,5.0,1.0,170.0,81185848.0
Port harcourt,4.86142,7.07044,Bungalow,Rent,Old,Water,6.0,4.0,228.0,208226181.0
Enugu,6.54093,7.51716,Appartment,Sale,New,Security,4.0,2.0,351.0,331281990.0
Kaduna,10.56443,7.43263,Appartment,Sale,Fairly Used,Security,2.0,1.0,125.0,34697297.0
Kaduna,10.51612,7.47843,Detached House,Rent,New,Internet,3.0,3.0,218.0,341851419.0
Jos,9.88262,8.8244,Bungalow,Rent,Fairly Used,Electricity,6.0,4.0,498.0,69500504.0
Benin city,6.29523,5.61338,Duplx,Sale,New,Security,2.0,3.0,338.0,8098470.0
Maiduguri,11.78406,13.1819,Mini Flat,Rent,Fairly Used,Parking,6.0,1.0,345.0,257001760.0
Maiduguri,11.86622,13.14701,Mini Flat,Rent,Old,Internet,6.0,4.0,550.0,40554338.0
Maiduguri,11.82744,13.16171,Detached House,Sale,New,Water,5.0,3.0,186.0,71213919.0
Enugu,6.49261,7.4592,Duplx,Rent,Old,Security,5.0,3.0,518.0,444537025.0
Benin city,6.34597,5.6194,Appartment,Rent,Fairly Used,Electricity,4.0,2.0,409.0,417574144.0
Port harcourt,4.7779,7.09922,Apartment,Rent,Fairly Used,Internet,2.0,4.0,339.0,55999992.0
Port harcourt,4.80001,7.09324,Bungalow,Rent,New,Security,3.0,1.0,120.0,46172990.0
Benin city,6.35626,5.6181,Duplx,Rent,Old,Parking,3.0,3.0,427.0,47672749.0
Port harcourt,4.82669,7.06168,Studio,Sale,New,Electricity,6.0,1.0,208.0,185386023.0
Ibadan,7.39866,3.92935,Mini Flat,Sale,Fairly Used,Internet,3.0,2.0,356.0,368832305.0
Enugu,6.51916,7.505,Bungalow,Rent,Fairly Used,Parking,4.0,1.0,406.0,24435505.0
Jos,9.86743,8.85218,Duplex,Rent,Fairly Used,Electricity,4.0,2.0,544.0,5173712.0
Maiduguri,11.78137,13.12098,Apartment,Sale,Old,Internet,5.0,1.0,413.0,238106081.0
Abuja,9.10181,7.3498,Bungalow,Sale,Old,Internet,3.0,2.0,522.0,7529687.0
Enugu,6.50849,7.46107,Studio,Sale,New,Internet,6.0,2.0,69.0,20663701.0
Jos,9.92426,8.81213,Detached House,Rent,New,Internet,3.0,1.0,536.0,12509161.0
Abuja,9.11175,7.37969,Duplex,Rent,Fairly Used,Electricity,2.0,4.0,323.0,468062547.0
Abuja,9.04171,7.40011,Studio,Sale,Old,Security,4.0,4.0,559.0,162552603.0
Maiduguri,11.85174,13.10918,Bungalow,Rent,Old,Parking,4.0,1.0,160.0,79473847.0
Ibadan,7.38965,3.96161,Detached House,Sale,Old,Parking,3.0,3.0,407.0,350250893.0
Ibadan,7.37164,3.96673,Duplx,Rent,Old,Water,6.0,4.0,589.0,267857285.0
Enugu,6.54619,7.46102,Detached House,Rent,Old,Security,5.0,3.0,400.0,190873747.0
Abuja,9.05917,7.42986,Bungalow,Rent,Fairly Used,Water,3.0,2.0,473.0,85928929.0
Ibadan,7.40496,3.89705,Bungalow,Rent,Old,Security,6.0,4.0,155.0,39233012.0
Jos,9.92574,8.89269,Duplx,Rent,New,Electricity,3.0,2.0,55.0,45327845.0
Benin city,6.30266,5.57891,Bungalow,Rent,New,Water,1.0,1.0,374.0,312535485.0
Maiduguri,11.82044,13.19765,Apartment,Sale,Fairly Used,Electricity,3.0,4.0,428.0,50287319.0
Kano,11.99307,8.62756,Duplx,Sale,Old,Security,4.0,4.0,278.0,344362684.0
Abuja,9.10358,7.39779,Mini Flat,Sale,New,Water,6.0,4.0,134.0,421232979.0
Maiduguri,11.8065,13.13425,Mini Flat,Rent,New,Electricity,3.0,3.0,381.0,53550927.0
Abuja,9.10589,7.36995,Duplx,Sale,Fairly Used,Water,5.0,1.0,129.0,83235243.0
Jos,9.92475,8.88569,Appartment,Sale,Old,Internet,3.0,1.0,308.0,263833632.0
Maiduguri,11.81983,13.12767,Duplx,Rent,Old,Water,2.0,3.0,125.0,92173767.0
Abuja,9.07455,7.39921,Duplx,Sale,New,Electricity,4.0,1.0,151.0,124594715.0
Jos,9.92014,8.84798,Detached House,Sale,Old,Electricity,6.0,1.0,398.0,77851312.0
Abuja,9.04693,7.35554,Studio,Rent,Fairly Used,Security,2.0,2.0,230.0,26450290.0
Maiduguri,11.82069,13.1347,Detached House,Sale,New,Electricity,6.0,1.0,461.0,86990680.0
Enugu,6.51488,7.53191,Duplex,Rent,Fairly Used,Security,3.0,4.0,73.0,62033097.0
Lagos,6.5603,3.34668,Detached House,Rent,Fairly Used,Electricity,3.0,1.0,219.0,373057015.0
Ibadan,7.40958,3.93344,Apartment,Rent,Old,Internet,5.0,4.0,404.0,356202761.0
Ibadan,7.37174,3.96716,Apartment,Sale,Fairly Used,Electricity,1.0,2.0,422.0,7914382.0
Abuja,9.12468,7.35264,Apartment,Sale,Old,Parking,5.0,1.0,316.0,4824593.0
Kano,11.99358,8.59418,Duplex,Rent,Fairly Used,Security,2.0,1.0,458.0,316621782.0
Kano,11.95493,8.61338,Duplex,Sale,New,Internet,5.0,4.0,569.0,92833520.0
Lagos,6.50424,3.35189,Studio,Rent,Old,Security,3.0,2.0,53.0,44932791.0
Ibadan,7.38098,3.92995,Detached House,Rent,Fairly Used,Electricity,4.0,4.0,203.0,294445767.0
Lagos,6.56582,3.38449,Duplx,Sale,Fairly Used,Electricity,5.0,2.0,382.0,24590613.0
Lagos,6.51541,3.39533,Duplex,Rent,Fairly Used,Security,2.0,4.0,438.0,89328827.0
Kaduna,10.52459,7.40319,Appartment,Rent,New,Water,5.0,2.0,351.0,88067830.0
Maiduguri,11.87956,13.12591,Detached House,Sale,Old,Security,1.0,4.0,157.0,178659801.0
Abuja,9.03194,7.4392,Studio,Sale,New,Parking,4.0,4.0,294.0,362082558.0
Enugu,6.5573,7.54102,Studio,Sale,Fairly Used,Internet,4.0,3.0,330.0,84605656.0
Jos,9.87878,8.84171,Apartment,Rent,Old,Water,2.0,2.0,328.0,397495351.0
Benin city,6.37824,5.56957,Bungalow,Rent,Fairly Used,Electricity,6.0,4.0,229.0,49329651.0
Maiduguri,11.8682,13.15366,Appartment,Rent,New,Security,3.0,2.0,444.0,54843811.0
Port harcourt,4.82238,7.07249,Mini Flat,Sale,Old,Parking,2.0,1.0,433.0,65602873.0
Enugu,6.48703,7.52421,Duplex,Rent,Fairly Used,Security,1.0,2.0,524.0,98736330.0
Kano,12.03119,8.63425,Mini Flat,Sale,New,Electricity,6.0,3.0,366.0,85509361.0
Kano,12.03675,8.60314,Bungalow,Sale,Fairly Used,Electricity,5.0,1.0,214.0,77969494.0
Benin city,6.36031,5.64244,Duplx,Sale,New,Water,1.0,4.0,127.0,43005065.0
Kano,12.03975,8.62337,Appartment,Rent,New,Water,3.0,1.0,392.0,220128090.0
Port harcourt,4.8559,7.06528,Apartment,Sale,Old,Electricity,3.0,2.0,275.0,46172391.0
Ibadan,7.40244,3.96644,Apartment,Rent,Fairly Used,Parking,5.0,1.0,233.0,138898540.0
Port harcourt,4.77104,7.09152,Appartment,Rent,Old,Internet,2.0,3.0,294.0,275736687.0
Enugu,6.48223,7.55165,Duplex,Sale,Old,Parking,3.0,4.0,80.0,127168448.0
Enugu,6.4987,7.45876,Appartment,Sale,Fairly Used,Security,5.0,2.0,177.0,98002109.0
Benin city,6.2891,5.60723,Duplex,Rent,New,Internet,1.0,1.0,530.0,31734048.0
Port harcourt,4.80775,7.00018,Duplx,Rent,Old,Parking,1.0,1.0,497.0,390243898.0
Maiduguri,11.85792,13.16525,Detached House,Sale,Fairly Used,Parking,6.0,2.0,464.0,81408718.0
Port harcourt,4.84813,7.05369,Appartment,Sale,New,Internet,3.0,1.0,466.0,62869548.0
Jos,9.85548,8.88475,Bungalow,Sale,New,Internet,6.0,4.0,397.0,57596072.0
Jos,9.9034,8.87965,Mini Flat,Rent,Old,Parking,5.0,3.0,49.0,30944561.0
Kaduna,10.51299,7.42114,Apartment,Sale,New,Electricity,4.0,2.0,129.0,161898661.0
Kano,12.02344,8.54753,Detached House,Rent,Fairly Used,Parking,3.0,4.0,565.0,80496829.0
Port harcourt,4.78955,7.08627,Duplex,Rent,New,Internet,4.0,3.0,381.0,11418710.0
Abuja,9.09804,7.35515,Duplx,Sale,Fairly Used,Internet,3.0,4.0,189.0,92398482.0
Benin city,6.30775,5.64501,Duplex,Sale,New,Electricity,5.0,2.0,518.0,89214101.0
Kaduna,10.57058,7.38832,Detached House,Sale,Fairly Used,Water,3.0,2.0,75.0,271245006.0
Lagos,6.51296,3.4192,Appartment,Rent,Fairly Used,Security,4.0,3.0,201.0,370548249.0
Jos,9.85927,8.8762,Studio,Rent,Fairly Used,Water,5.0,1.0,243.0,78088144.0
Benin city,6.34427,5.64812,Studio,Sale,Old,Security,4.0,4.0,316.0,89334567.0
Benin city,6.36918,5.62799,Mini Flat,Rent,New,Parking,2.0,3.0,167.0,90827527.0
Ibadan,7.34584,3.93959,Mini Flat,Sale,Old,Security,5.0,4.0,67.0,92195366.0
Port harcourt,4.81191,7.05951,Bungalow,Rent,Fairly Used,Internet,1.0,2.0,326.0,68110102.0
Port harcourt,4.78289,7.06622,Apartment,Rent,Old,Security,3.0,4.0,321.0,248520667.0
Kaduna,10.47848,7.42078,Apartment,Rent,Old,Security,1.0,3.0,195.0,372874778.0
Benin city,6.32189,5.63454,Studio,Rent,Old,Electricity,4.0,4.0,485.0,46485813.0
Kaduna,10.56452,7.47314,Duplx,Sale,Fairly Used,Internet,3.0,3.0,356.0,94649661.0
Abuja,9.05397,7.43568,Apartment,Rent,Old,Internet,6.0,3.0,589.0,61941677.0
Kaduna,10.55116,7.46956,Apartment,Rent,Old,Security,2.0,4.0,126.0,412805575.0
Kano,11.97188,8.54541,Apartment,Sale,Fairly Used,Parking,2.0,2.0,450.0,96858080.0
Lagos,6.50853,3.36932,Detached House,Rent,Old,Parking,4.0,4.0,458.0,83538107.0
Benin city,6.33611,5.56858,Duplex,Sale,Old,Water,1.0,4.0,446.0,367753606.0
Jos,9.92673,8.88641,Bungalow,Rent,Old,Parking,3.0,1.0,346.0,69718640.0
Kaduna,10.52832,7.4591,Studio,Rent,Old,Parking,5.0,4.0,222.0,475460111.0
Ibadan,7.39608,3.9336,Apartment,Sale,New,Electricity,5.0,4.0,274.0,222263458.0
Benin city,6.29859,5.65353,Duplex,Sale,Fairly Used,Electricity,3.0,4.0,76.0,9227434.0
