Title,Price,Location,Description
Furnished 6bdrm Bungalow in Lagelu Estate for sale,"₦ 150,000,000",Ibadan,Sale Exquisitely built and fully furnished 4-bedrooms bungalow plus a 2-bedroom flat on a full plot...
5bdrm Duplex in Oluyole Estate for sale,"₦ 250,000,000",Oluyole Estate,"Newly Built Luxury 5 Bedroom Duplex + BQ at Oluyole Estate, Ibadan. This property is semi-furnished..."
Furnished 4bdrm Block of Flats in Jericho Gra for sale,"₦ 1,000,000,000",Jericho,"4 bedroom 12 unit of service apartment in main Jericho GRA Ibadan 12 apartments, each is 4 bedroom..."
"20bdrm Block of Flats in Farayola Street, Agbowo for sale","₦ 100,000,000",Agbowo,4 flats of 3-bedroom apartment and 4 flats of 2-bedroom apartment sitting on 3 plots of land with...
"4bdrm Bungalow in Carlton Gate Estate, Akobo for sale","₦ 220,000,000",Akobo,"Exclusivity meets elegance step into luxury at carlton gate estate, akobo gra ibadan — a fully..."
"3bdrm Block of Flats in Alaguntan Estate, Ologuneru for sale","₦ 35,000,000",Ologuneru,For sale Tastefully finished of Twin 2 bedroom flat and 3 bedroom bungalow with modern facilities...
"3bdrm Bungalow in Harmony Estate, Ibadan for sale","₦ 65,000,000",Ibadan,Direct brief *Newly Built 3 Bedroom Detached Bungalow plus a room Bq with Solar inverter in a lovely...
"Furnished 5bdrm Duplex in Providence Estate, Eleyele for sale","₦ 300,000,000",Eleyele,Furnished 5 bedroom and 2 bedroom duplex at providence Estate eleyele road ibadan selling with...
4bdrm Duplex in Chief Lateef Oyelade for sale,"₦ 170,000,000",Ibadan,"FOR SALE Luxury 4-Bedroom Duplex for Sale in Ibadan Chief Lateef Oyelade GRA, Oluyole Industrial..."
"3bdrm Block of Flats in Ashi, Old Bodija for sale","₦ 120,000,000",Old Bodija,Two units of 3 bedroom flat with pop Two units of 2 bedroom flat with pop Two units of room self...
4bdrm Duplex in Oluyole Estate for sale,"₦ 300,000,000",Oluyole Estate,4 bedroom duplex with BQ at Aree oluyole estate ibadan A beautifully finished 4-bedroom duplex +...
"5bdrm Duplex in Akala Estate, Akobo for sale","₦ 150,000,000",Akobo,*Direct / 5 Beds / Akobo For Sale !! 5 bedrooms / 6 baths fully detached duplex home on 2 plots Of...
"Furnished 3bdrm Duplex in Carlton Gate Estate, Akobo for sale","₦ 170,000,000",Akobo,"## Furnished Duplex for Sale! *Location:* Carlton Gate Estate, Akobo, Ibadan *Title:* Deed of..."
"Furnished 3bdrm Duplex in Carlton Gate Estate, Akobo for sale","₦ 170,000,000",Akobo,Fully furnished terraced 3 bedroom duplex with bq for sale! location : carlton gate estates kolapo...
"4bdrm Duplex in Alalubosa Gra Phase, Ibadan for sale","₦ 200,000,000",Ibadan,For Sale Newly built 4 bedroom duplex with a room self contain. self compound at Alalubosa GRA...
"2bdrm Bungalow in Adenihun, Agodi for sale","₦ 280,000,000",Agodi,Luxury residential property for sale in prime location! property details - land size: 2312.02 sq...
"3bdrm Bungalow in Nihort, Idishin for sale","₦ 20,000,000",Idishin,"Uncompleted standard 3bedroom bungalow consists a security house and generator's house, Gerald..."
"Furnished 5bdrm Duplex in Golf Club Onireke, Oluyole Estate for sale","₦ 270,000,000",Oluyole Estate,"*Duplex @ Link Reservation, Golf Club, Onireke GRA Ibadan* A contemporary detached 5 bedroom duplex..."
4bdrm Duplex in Akobo for sale,"₦ 450,000,000",Akobo,4 bedroom duplex with BQ at Kolapo ishola gra akobo ibadan A 4 bedroom detached duplex with a room...
"Furnished 3bdrm House in Peculiar Estate, Akobo for sale","₦ 50,000,000",Akobo,Exquisitely built standard 3-bedroom flat with security house available. facilities: a very...
"8bdrm Duplex in Kobiowu Estate, Iyanganku for sale","₦ 450,000,000",Iyanganku,"A twin duplex of 4 bedrooms each with 3 rooms wing of bq a serene environment,fully secured and..."
"3bdrm Bungalow in Ateere Estate, Akala Express for sale","₦ 85,000,000",Akala Express,For sale *3bedroom bungalow* *1bedroom flat bq* ateere akala express ibadan *if u want it...
"4bdrm Bungalow in Anfani Motel, Ibadan for sale","₦ 60,000,000",Ibadan,4bedroom up and down with bq Located at ANFANI motel ringroad
"Furnished 3bdrm Duplex in Queen'S School Gra, Apata for sale","₦ 120,000,000",Apata,Newly built and tastefully finished 1unit of 2bedroom duplex and 3units of 3bedroom duplex with a...
4bdrm Duplex in Akobo for sale,"₦ 270,000,000",Akobo,4-bedroom fully detached duplex with an attached bq at kolapo ishola gra akobo ibadan location:...
"5bdrm Duplex in Adex Area, Monatan, Iwo Road for sale","₦ 92,000,000",Iwo Road,All room Ensuite * 2 Living rooms with waiting rooms * 2 bedroom BQ * Reading room * Functional...
"Furnished 7bdrm Duplex in Providence Estate, Eleyele for sale","₦ 300,000,000",Eleyele,"Fully furnished luxury duplexes a premium property designed for comfort, elegance, and style — move..."
"5bdrm Duplex in Palm Grove Estate, Iyanganku for sale","₦ 150,000,000",Iyanganku,*5 Beds / Iyaganku GRA For Sale !! Automated Newly Build Serviced 5 Bedrooms terraces in hight...
"4bdrm Duplex in Engr. Lere Adigun, Basorun for sale","₦ 230,000,000",Basorun,*| NEED TO SELL VERY FAST| * *”AVAILABLE SALE LISTINGS”* A Contemporary newly built and structurally...
4bdrm Bungalow in Pipeline Area Near for sale,"₦ 27,000,000",Akala Express,This is a very cute 4 bedroom bungalow with the following features. Very spacious living room with...
"Furnished 4bdrm Duplex in Bluegate, Oluyole Estate for sale","₦ 310,000,000",Oluyole Estate,"FOR SALE Newly built Duplex at BLUE GATE, Oluyole Estate, Ibadan 4 Bedroom Duplex + Maid’s Room..."
4bdrm Duplex in Akobo for sale,"₦ 260,000,000",Akobo,FOR SALE Direct Newly built 4 bedrooms modern duplex with an attached BQ and standard facilities:...
5bdrm Duplex in Akala Express for sale,"₦ 285,000,000",Akala Express,5 bedroom duplex with bq larry estate off akala express way ibadan newly built 5 bedroom duplex...
"6bdrm Duplex in Kolapo Ishola Gra, Akobo for sale","₦ 250,000,000",Akobo,A tastefully finished newly built luxurious 5-bedroom detached duplex with penthouse and bq with...
"2bdrm Apartment in Jankata Estate, Akala Express for sale","₦ 60,000,000",Akala Express,*6 Blocks Of Flat / Akala Express / 60M* For Sale !! Rental Property comprises of - 4 units of 2...
"3bdrm Duplex in Olorunda Road,, Akobo for sale","₦ 80,000,000",Akobo,FOR SALE An exquisite built 3Bedroom duplex with modern facilities Location:- at Aliri Opposite...
"Furnished 4bdrm Bungalow in Golden Palace Estate, Akala Express","₦ 90,000,000",Akala Express,"This is a beautiful, very strategic, mixed-use 4 bedroom bungalow with a room bq, just 3 seconds..."
"Furnished 3bdrm Bungalow in Akuru Elebu, Akala Express for sale","₦ 40,000,000",Akala Express,"3 bedroom bungalow on a standard plot of land in Akuru, close to Hassan Block, Elebu Ibadan..."
2bdrm Block of Flats in Iyanganku for sale,"₦ 510,000,000",Iyanganku,"6 units of 2-bedroom apartment at iyaganku gra, oba adesida ibadan location: oba adesida, iyanganku..."
"3bdrm Apartment in Chief Lateef Oyelade, Rind Road for sale","₦ 90,000,000",Rind Road,"Luxuriously Designed 3-Bedroom Apartment (Construction Ongoing) Chief Lateef Oyelade GRA, Oluyole,..."
4bdrm Duplex in Agodi for sale,"₦ 200,000,000",Agodi,4 bedroom detached duplex with BQ at Agodi Ikolaba GRA Ibadan Newly built Modern 4 Beds Fully...
"3bdrm Bungalow in Akala Estate, Akobo for sale","₦ 75,000,000",Akobo,A well-finished 3-Bedroom Bungalow sitting on its own self compound Designed for comfort and privacy...
"18bdrm House in Felele, CHallenge / Ibadan for sale","₦ 48,000,000",CHallenge / Ibadan,*Rental Property / Felele For Sale !! Rental properties which comprise of 16 rooms apartments with...
"Studio Apartment in Atoyebi Courts,, Basorun for sale","₦ 12,000,000",Basorun,For sale A Contemporary Newly built and tastefully designed studio apartments Location:- at...
6bdrm Bungalow in Wire And Cable Apata for sale,"₦ 18,000,000",Apata,This is an uncompleted bungalow with 2 units each of 1 and 2 bedroom apartments in a good...
Furnished 4bdrm Duplex in Ring Road Gra for sale,"₦ 155,000,000",Rind Road,*for sale* *4 bedroom semi-detached duplex || ring road ibadan ||#155m*. = an architectural...
4bdrm Duplex in Oluyole Estate for sale,"₦ 160,000,000",Oluyole Estate,4 bedroom duplex at Lateef Oyelade Estate Oluyole area ibadan 4 Bedroom Detached Duplex with a room...
"4bdrm Duplex in Kolapo Ishola Gra, Akobo for sale","₦ 250,000,000",Akobo,FOR SALE Luxury 4-Bedroom Detached Homes with Premium Modern Finishes Location: Kolapo Ishola...
3bdrm Bungalow in Oluyole for sale,"₦ 100,000,000",Oluyole Estate,FOR SALE 3-Bedroom Bungalow on 2 Plots Features: Gate House 3 Spacious Bedrooms (All...
"4bdrm Block of Flats in Aworawo, Ojoo for sale","₦ 40,000,000",Ojoo,Two units of 4bedroom & 3bedroom with a garage on 801sqm land. Benefits Well fenced and...
"Furnished 12bdrm Bungalow in Awosika Estate, Bodija for sale","₦ 650,000,000",Bodija,"Second direct UPSTAIRS : 4 rooms ensite, 2 study, 3 mini living rooms + a very big balcony. GROUND..."
5bdrm Bungalow in Ringroad for sale,"₦ 165,000,000",Rind Road,A standard modern 5bedrooms bungalow with 2 sitting room and A room bq on 11002m of land at oni and...
4bdrm Duplex in Alalubosa for sale,"₦ 220,000,000",Alalubosa,"4 bedroom duplex at Cassia Drive Alalubosa GRA Ibadan New, exquisite and compact 4 bedroom detached..."
"5bdrm Duplex in Kolapo Ishola Gra, Akobo for sale","₦ 290,000,000",Akobo,"Luxury 5-Bedroom Penthouse + BQ in a secure, gated estate with stable power & good road network. ..."
"6bdrm Block of Flats in Awotan / Apete, Ibadan for sale","₦ 27,000,000",Ibadan,*FOR SALE* !! Hostel Property comprising: • 5 Units of Room Self-Contain • 1 Unit of 1-Bedroom...
20bdrm House in Oke Ado for sale,"₦ 50,000,000",Oke Ado,Direct sales DIRECT INSTRUCTIONS Mixed use twin tenement buildings consisting of 3 rooms on each...
"11bdrm Duplex in Adeoje Estate, Akala Express for sale","₦ 185,000,000",Akala Express,*7 Beds & 4 Beds Bq / Akala Express For Sale !! 7 Beds Fully Detached Duplex Home With 4 Beds...
"4bdrm Bungalow in Ile Tuntun Area, Idishin for sale","₦ 25,000,000",Idishin,*4 Beds / Idishin / 25M* For Sale !! Uncompleted 4 Bedroom Bungalow Home in a fully developed...
"3bdrm Bungalow in Ife Estate, Iwo Road for sale","₦ 18,000,000",Iwo Road,"This is a very lovely 3 bedroom bungalow in a good location This is a cute, fully fenced, and gated..."
"Furnished 4bdrm Duplex in Carlton Gate, Akobo for sale","₦ 200,000,000",Akobo,"Luxury 4-bedroom fully detached duplex located in the prestigious Carlton Gate Estate, right beside..."
3bdrm Block of Flats in Jericho for sale,"₦ 130,000,000",Jericho,3 bedroom 4 flat at Abela Alagutan area jericho ibadan Presenting 4 Units of Exquisitely Finished...
"Furnished 4bdrm Bungalow in Elebu, Akala Express for sale","₦ 85,000,000",Akala Express,"A massively furnished 4 bedroom bungalow 2 sitting rooms With sophisticated imported furnitures,..."
"3bdrm Bungalow in Elebu Estate, Akala Express for sale","₦ 78,000,000",Akala Express,"Direct *FOR SALE* Exquisite 3-Bedroom Flat with BQ + Security House inside Green View Estate,..."
"3bdrm Bungalow in Ance Area, Jericho for sale","₦ 45,000,000",Jericho,"This is a very strategic, mixed-use 3 bedroom bungalow in a cool neighborhood with the following..."
18bdrm Block of Flats in Iwo Road for sale,"₦ 70,000,000",Iwo Road,*6 Flats / Iwo Road / 70M* For Sale !! 6 Units of 3 Beds Apartment In Strategic Location Perfect...
"4bdrm Duplex in Carlton Gate Estate, Akobo for sale","₦ 200,000,000",Akobo,*| NEED TO SELL VERY FAST| * *”AVAILABLE SALE LISTINGS”* A Contemporary new built and structurally...
"4bdrm Duplex in Eng. Lere Adigun Gra, Basorun for sale","₦ 250,000,000",Basorun,*fresh beautiful 4 bedroom duplexes at lere adigun gra* we have fully detached 8 units of...
"2bdrm Bungalow in Iyana Agbala, Iwo Road for sale","₦ 40,000,000",Iwo Road,"For Sale: Two units of room/parlor self-contained and a room self-contained at Iyana Agbala, Ibadan..."
5bdrm Duplex in Oluyole Estate for sale,"₦ 250,000,000",Oluyole Estate,Fully Detached 5 Bedroom Duplex with Penthouse plus BQ at oluyole ibadan Location: Oluyole...
"5bdrm Bungalow in Tella Estate, Akobo for sale","₦ 45,000,000",Akobo,"5-Bedroom Bungalow Tella Estate, off Yawiri, Akobo Ojurin, Ibadan 5 spacious bedrooms Registered..."
3bdrm Bungalow in New Bodija Estate for sale,"₦ 165,000,000",Bodija,"For sale | new bodija, ibadan newly built 3-bedroom bungalow with room & parlor self-contained bq..."
"Furnished 7bdrm Duplex in Providence Estate, Ibadan for sale","₦ 350,000,000",Ibadan,*DIRECT INSTRUCTION* Furnished 5 bedroom and 2 bedroom duplex at providence Estate eleyele road...
"2bdrm Block of Flats in Ekeein, Ologuneru for sale","₦ 80,000,000",Ologuneru,"For sale: Tastefully finished twin 2 bedroom flat Location: Ekeein,Ologuneru,Ibadan. Price:80M..."
"7bdrm Mansion in Ajadi Estate, Ologuneru for sale","₦ 65,000,000",Ologuneru,"7 Bedroom uncompleted building , in a serene environments , Located in the heart of Ologuneru Ibadan..."
5bdrm Duplex in Oluyole Estate for sale,"₦ 300,000,000",Oluyole Estate,5 Bedroom duplex with BQ in gated estate at Oluyole area ibadan Newly Built 5 Beds Fully Detached...
Furnished 5bdrm Duplex in Agodi Gra for sale,"₦ 320,000,000",Agodi,"Fully Furnished 5-Bedroom Duplex with BQ Location: Agodi GRA, Ibadan Situated in a serene,..."
"4bdrm Duplex in Ashi Estate, Bodija for sale","₦ 180,000,000",Bodija,"Direct Brief ## Excellent 4-Bedroom Semi-Detached Duplex for Sale! *Location:* Ashi, Bodija,..."
"4bdrm Duplex in Iyaganku Gra, Iyanganku for sale","₦ 145,000,000",Iyanganku,This is a semi detached 4 bedroom dulex on 2 floors. Newly built state of the art fittings semi...
"5bdrm Duplex in Bashorun Oluwonla, Basorun for sale","₦ 120,000,000",Basorun,Italian standard 5 bedroom duplex with BQ and garden in a gated and well secured estate on tared...
"5bdrm Penthouse in Onireke Gra, Jericho for sale","₦ 230,000,000",Jericho,"Luxury Fully Detached 5-Bedroom Penthouse Location: Golf Drive Estate (Link to Reservation Estate),..."
"4bdrm Bungalow in Agaloke Estate,Apata for sale","₦ 18,000,000",Apata,"4 bedroom flat,2 sitting room. Location: Agaloke estate,apata ibadan. Documents: Registered survey..."
2bdrm Duplex in Akobo for sale,"₦ 100,000,000",Akobo,Newly Built 2 Bedrooms Fully Detached Duplex Home In gated estate at carton gate akobo ibadan...
5bdrm Duplex in Agodi Gra for sale,"₦ 250,000,000",Agodi,Dublin standard newly built 4 units of 5 bedroom duplexes with a room bq in a cool and calm...
"4bdrm Duplex in Sonbeam Sch Area, Bodija for sale","₦ 200,000,000",Bodija,"## 4-Bedroom Duplex for Sale! *Location:* Sunbeam Area, New Bodija, Ibadan *Price:* ₦200..."
"5bdrm Duplex in Jericho Hill, for sale","₦ 220,000,000",Jericho,These are newly built 2 units of semi detached duplexes in a secluded estate in a good GRA. The...
"Furnished 5bdrm Duplex in Alpha Grace, Jericho for sale","₦ 250,000,000",Jericho,"*Sales @ Alpha Grace Estate* : Now, fully done Exquisitely built 5 bedroom detached duplex -a room..."
4bdrm Bungalow in Iyanganku for sale,"₦ 550,000,000",Iyanganku,4 bedroom bungalow with 2 BQ on 2622sqm at Iyaganku GRA Ibadan A bungalow of 4 bedroom with a 2BQ...
"4bdrm Bungalow in Arapaja, Oluyole Estate for sale","₦ 30,000,000",Oluyole Estate,4-Bedroom fully detached bungalow with modern design and aesthetics.Well fenced with spacious...
Furnished 2bdrm Block of Flats in Behind Foodco Adeoyo for sale,"₦ 65,000,000",Adeoyo,"Flats for sale behind foodco, ringroad, ibadan. price: 2 bedroom flat for n65m 1 bedroom flat for..."
4bdrm Bungalow in Akobo for sale,"₦ 220,000,000",Akobo,4 bedroom bungalow and bq at kolapo ishola gra akobo ibadan location carlton gate estates kolapo...
5bdrm Duplex in Blue Gate Estate for sale,"₦ 330,000,000",Oluyole Estate,"NEWLY BUILT 5BEDROOM DETACHED DUPLEX+BQ Location- Blue Gate Estate, Oluyole, Ibadan Price- 330M..."
"4bdrm Duplex in Kolapo Ishola Gra, Akobo for sale","₦ 270,000,000",Akobo,*4 Beds / Kolapo Akobo / 270M* For Sale !! Newly built 4 Beds Fully Detached Duplex Home in Gated...
5bdrm Duplex in Larry Estate Oluyole for sale,"₦ 290,000,000",Ibadan,Direct instruction *newly built 5 bedroom duplex +bq* *description* this is a luxurious 5 bedroom...
"Furnished 5bdrm Duplex in Onireke Gra, Jericho for sale","₦ 230,000,000",Jericho,FOR SALE : FULLY DETACHED 5 BEDROOM DUPLEX WITH PENTHOUSE Location : Golf Drive Estate( link...
4bdrm Duplex in Ologuneru for sale,"₦ 70,000,000",Ologuneru,A specious 4 bedroom duplex with new modern facilities. Location: Ologuneru Temidayo Ajadi. ...
"6bdrm Block of Flats in Awotan Apete, Ibadan Polytechnic/University","₦ 14,000,000",Ibadan Polytechnic/University,*2 Units / Apete For Sale !! Uncompleted 2 units of 3 Beds apartment in newly developed site Can be...
"Furnished 3bdrm Bungalow in Aba Odo, Moniya for sale","₦ 55,000,000",Moniya,*Furnished 3 Beds / Moniya For Sale !! Fully Furnished 3-bedrooms bungalow on 503sqm land in newly...
Mini Flat in Ibadan Polytechnic/University for sale,"₦ 34,000,000",Ibadan Polytechnic/University,3 units mini flat on a full standard plot of land. Running water Prepaid meter Easy access to road
"Furnished 4bdrm Duplex in Carlton Gate, Akobo for sale","₦ 270,000,000",Akobo,4 bedrooms duplex inside carlton Gate Estate 270m Source (ebenezer)
"5bdrm Duplex in Tiger Mini Estate, Ojoo for sale","₦ 140,000,000",Ojoo,95% completed 5-bedroom duplex with bq in a serene and secure gated estate with band a electricity...
"4bdrm Duplex in Off Aare Avenue, Bodija for sale","₦ 220,000,000",Bodija,*4 Beds / Bodija /* For Sale !! Newly Built 4 Beds Fully Detached Duplex In An Ancient Neighborhood...
"10bdrm Duplex in Gbagi Market, Alakia for sale","₦ 150,000,000",Alakia,These are newly built tastefully finished 2 units of semi detached 5 bedroom duplexes sharing the...
Furnished 3bdrm Duplex in Kolapo Ishola Gra for sale,"₦ 230,000,000",Akobo,Beautifully built 3bedrooms fully detached duplex in a serene environment of Kolapo Ishola GRA. Well...
3bdrm Bungalow in Olateju Estate for sale,"₦ 40,000,000",Oluyole Estate,"_Live like a King _ A Nicely & Newly Built 3 Bedroom Bungalow ,with a spacious compound with all..."
"3bdrm Block of Flats in Idi Agbon, Soka for sale","₦ 16,000,000",Soka,*Cheap Pay * *Description :- 2 units of 3 bedroom flat on a plot of land (60x120) All rooms Ensuite...
4bdrm Bungalow in Olosan Behind Bovas for sale,"₦ 27,000,000",Akala Express,This is a very strategic 4 bedroom bungalow with POP ceilings in the living room and other common...
"Furnished 4bdrm Duplex in Carlton Gate, Akobo for sale","₦ 250,000,000",Akobo,"Newly built 4 bedroom duplex with a room bq at Carlton Gate Estate, Akobo Ibadan. 250M NET..."
"7bdrm Duplex in Tella Estate, Akobo for sale","₦ 85,000,000",Akobo,"Solidly and structurally built 5 bedrooms duplex with 2 bedrooms bq on ( *coner-piece land* ), p.o.p..."
"11bdrm Duplex in Onireke Gra, Jericho for sale","₦ 350,000,000",Jericho,*7 Beds / Onireke GRA /350M* For Sale !! 7 beds duplex with 4 units of room & parlor Bq all sitting...
3bdrm Bungalow in Beside 02 Apartment for sale,"₦ 70,000,000",Oluyole Estate,For Sale 4bedroom Bungalow with Security House Location: Beside 02 apartment Johnson Awe Oluyole...
"Furnished 4bdrm Duplex in Bale Akintayo, Jericho for sale","₦ 220,000,000",Jericho,"LUXURY 4-BEDROOM DUPLEXES IN JERICHO GRA, IBADAN Experience premium living in these tastefully..."
"6bdrm Bungalow in Wisdom Estate, Akobo for sale","₦ 50,000,000",Akobo,2 Units of 3-Bedroom Detached Bungalows Own a well-built and modern 3-bedroom detached bungalow in...
"6bdrm Bungalow in Oni And Sons, Ibadan for sale","₦ 165,000,000",Ibadan,For sale A standard modern 5bedrooms bungalow with 2 sitting room and A room bq on11002m of land...
"2bdrm Bungalow in Kasumu Estate, Ibadan for sale","₦ 25,000,000",Ibadan,"For Sale Lovely uncompleted 2 bedroom flat in a serene environment and gated Estate, easy..."
"Furnished 4bdrm Duplex in Ashi, Bodija for sale","₦ 160,000,000",Bodija,Newly Built. 2 units of 4 Bed room Semi Detached Duplex 2 Units of 2 Bed rooms Semi Detached...
"7bdrm Duplex in Kolapo Ishola Gra, Akobo for sale","₦ 450,000,000",Akobo,"A luxurious 6-bedroom detached duplex with a BQ and a swimming pool, Location: Kolapo Ishola GRA,..."
"2bdrm Duplex in Carlton Gate Estate, Akobo for sale","₦ 100,000,000",Akobo,*2 Beds / Akobo For Sale !! Newly Built 2 Beds Modern Bungalow Home equipped with Modern Facilities...
"Furnished 3bdrm Bungalow in Adeniran Est,, Ibadan for sale","₦ 100,000,000",Ibadan,*Beautiful 3 bedroom bungalow Sales* This is an exquisitely built 3 bedroom bungalow with state of...
"4bdrm Bungalow in Alafara Mini Estate, Jericho for sale","₦ 65,000,000",Jericho,"a luxuriously designed 3bedroom bungalow with solar power supply, cctv and attached with a bq..."
"Furnished 6bdrm Block of Flats in Elebu Estate, Akala Express for sale","₦ 120,000,000",Akala Express,*3 Flats / Elebu For Sale !! Modern Rental income property comprises 1 Unit of 3 Bedrooms 1 unit...
"8bdrm Duplex in Parkia Estate, Alalubosa for sale","₦ 300,000,000",Alalubosa,*6 Beds + 2 Beds Bq / Alalubosa GRA For Sale !! 6 Bedrooms Detached Duplex Home plus a 2 Bedrooms...
"4bdrm Bungalow in Teller Estate, Akobo for sale","₦ 20,000,000",Akobo,"4 bedrooms all en suite with security House fenced but not gated, roofed completed Contact for..."
"5bdrm Bungalow in Akala Estate, Akobo for sale","₦ 60,000,000",Akobo,Twin bungalow of 2 and 3bedrooms in a vantage location at Akala Estate Akobo (behind Jnissi college)...
"20bdrm Duplex in Ashi, Bodija for sale","₦ 150,000,000",Bodija,*4 Units Duplex / Ashi Bodija / 150M* For Sale !! Uncompleted 4 units of 5 bedrooms duplex each...
3bdrm Bungalow in Kasumu Estate Off for sale,"₦ 45,000,000",Ibadan,Semi Direct instructions A 3 Bedroom Bungalow with BQ 2 units A room self contained at Kasumu...
4bdrm Duplex in Akobo for sale,"₦ 75,000,000",Akobo,"For sale:4 bedrooms duplex at 80% completion and completed 3 bedrooms bungalow with full pop,rooms..."
4bdrm Duplex in Oluyole Estate for sale,"₦ 280,000,000",Oluyole Estate,*Direct Brief* *5 Beds / Oluyole / 280M* For Sale !! Newly Built 4 Beds Fully Detached Duplex Home...
5bdrm Bungalow in Crown Height Area for sale,"₦ 60,000,000",Ibadan,"DIRECT INSTRUCTION BUNGALOW SALES 4bedroom bungalow with bq on 3 plots of land, fully fenced and..."
"5bdrm Duplex in Ire-Akari Estate, Akala Express for sale","₦ 155,000,000",Akala Express,5 Beds / Akala Express / 155M DUPLEX FOR SALE !! Luxury 5 Bedrooms Fully Detached Duplex Home in...
5bdrm Duplex in Bako Area Off for sale,"₦ 85,000,000",Ibadan,"*Grab this opportunity Now... * 5 bedroom duplex, all room ensuite with 2 sitting room, borehole..."
"4bdrm Penthouse in Kolapo Ishola Gra, Akobo for sale","₦ 350,000,000",Akobo,Fully detached 4bedroom penthouse with laundry and bq location kolapo ishola gra akobo general gas. ...
"8bdrm Block of Flats in Airport 2Nd Gate, Alakia for sale","₦ 100,000,000",Alakia,"## 4 Flats (2-Bedroom Each) for Sale! *Location:* Second Gate, International Airport, Ibadan, Oyo..."
5bdrm Bungalow in Iyalode Area Akobo for sale,"₦ 55,000,000",Akobo,Direct brief Newly built 3bedrooms and 2bedrooms bungalows in the same compound. All modern...
"5bdrm Duplex in Kolapo Ishola Gra, Akobo for sale","₦ 320,000,000",Akobo,"OFF PLAN SALES. Three units of 5 bedroom detached duplex at Kolapo Ishola GRA, Akobo, Ibadan. Land..."
"4bdrm Bungalow in Opeyemi Ojurin, Akobo for sale","₦ 69,500,000",Akobo,"*Modern Living at Its Best! * *Location:* Opeyemi Ojurin Akobo, Ibadan *Price:* ₦69.5million *Land..."
3bdrm Bungalow in Mercyland Near Icast for sale,"₦ 10,000,000",Akala Express,For Sale Lovely uncompleted 3 bedroom property At Mercyland near ICAST Elebu off Akala Express...
"5bdrm Duplex in Brown Gate, Oluyole for sale","₦ 250,000,000",Ibadan,"FOR SALE Luxury 5-bedroom Duplex + BQ at BROWN GATE, Oluyole Estate, Ibadan (Gated, Tarred and..."
"4bdrm Duplex in Ikolaba Estate, for sale","₦ 250,000,000",Ibadan,"FOR SALE Luxurious Fully detached 4 bedroom Duplexes inside Ikolaba Estate, Ibadan Description:..."
7bdrm Bungalow in Ashi Bodija for sale,"₦ 75,000,000",Bodija,"A pair of two-bedroom bungalows and a standalone three-bedroom bungalow, all equipped with..."
3bdrm Bungalow in Basorun Link Bodija for sale,"₦ 165,000,000",Bodija,*Dream Home Alert in Bodija!* A brand new 3-Bedroom Bungalow with an extra Room & Parlour...
"8bdrm Block of Flats in Owode Estate, Apata for sale","₦ 45,000,000",Apata,This is a massive property having 8 units of execituve apartments. The first building has 4 units of...
"3bdrm Bungalow in Aboke Estate, Akobo for sale","₦ 30,000,000",Akobo,For Sale A nice 3bedroom bungalow at Aboke Elewuro akobo with extra 1plots of land. Title: C of...
"4bdrm Duplex in Kolapo Ishola Gra, Akobo for sale","₦ 175,000,000",Akobo,*4 Beds / Kolapo Akobo / 175M* For Sale !! Newly Built 4 Beds detached duplex home in a mini gated...
"8bdrm House in Diamond Estate, Ologuneru for sale","₦ 110,000,000",Ologuneru,"This is a well built, exotic, tastefully finished 4 units of 2 bedroom apartments. both the..."
"5bdrm Duplex in Kolapo Ishola Gra, Akobo for sale","₦ 155,000,000",Akobo,"A newly built 4 bedroom detached duplex+ bq at Carlton Gate Estate, Akobo, Ibadan Facilities -..."
5bdrm Duplex in Oluyole Estate for sale,"₦ 250,000,000",Oluyole Estate,"Newly Built Luxury 5 Bedroom Duplex + BQ at Oluyole Estate, Ibadan. This property is semi-furnished..."
"13bdrm Apartment in Odo Ona Estate, Akala Express for sale","₦ 47,000,000",Akala Express,"*13 Rooms House / Akala Express / For Sale !! A multiple home comprises of 5 Beds, 3 Beds & 4 units..."
"5bdrm Apartment in Elebu Akala Express, Oluyole Estate for sale","₦ 80,000,000",Oluyole Estate,*5 flats sales at Elebu off Akala Express* This property is a well mantentained very strategic 5...
3bdrm Duplex in Akobo for sale,"₦ 230,000,000",Akobo,"FOR SALE – NEWLY BUILT 3BED DETACHED DUPLEX Kolapo Ishola G.R.A, Ibadan (Gated & Fully Secured..."
"4bdrm Duplex in Carlton Gate Estate, Akobo for sale","₦ 350,000,000",Akobo,Direct Brief ## Luxury Duplex for Sale! 4 Beds Duplex Home + Bq & Swimming Pool *Location:*...
"2bdrm Bungalow in Idi Obi, Ologuneru for Sale","₦ 25,000,000",Ologuneru,This property has - a roofed uncompleted 2 bedroom bungalow -spacious living room with visitors...
"4bdrm Bungalow in Bashorun Housing, Basorun for sale","₦ 65,000,000",Basorun,"FOR SALE 1200sqm piece of land with 4-Bedroom Bungalow Location: Bashorun Housing Estate, Akobo..."
"6bdrm Duplex in Carlton Gate Gra, Akobo for sale","₦ 150,000,000",Akobo,Tastefully finished newly constructed 4 bedroom detached duplex with a room and parlor boy's...
4bdrm Duplex in Oluyole Estate for sale,"₦ 300,000,000",Oluyole Estate,Direct Brief *5 Beds / Oluyole /* For Sale !! Newly Built 4 Beds Fully Detached Duplex Home + Room...
